,store,sido,gungu,store_address
460,석남가정,인천,서구,인천 서구 가정동 505-4
461,연희1호(인천),인천,서구,인천 서구 심곡동 257-15
462,청라호수공원,인천,서구,인천 서구 청라동 152-15
463,동춘,인천,연수구,인천 연수구 동춘동 934-1
464,선학연수3호,인천,연수구,인천 연수구 선학동 406-2
465,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호
466,송도8공구,인천,연수구,인천 연수구 송도동 316
467,송도드림시티,인천,연수구,인천 연수구 송도동 3-2
468,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크)
469,연수중앙,인천,연수구,인천 연수구 연수동 626
470,옥련,인천,연수구,인천 연수구 옥련동 194-4
471,강남역,서울,강남구,서울 강남구 역삼동 619-28
472,개포1호,서울,강남구,서울 강남구 개포동 1229-18
473,개포2호,서울,강남구,서울 강남구 개포동 158-4
474,논현1호(서울),서울,강남구,서울 강남구 논현동 164-16
475,대치1호,서울,강남구,서울 강남구 대치동936
476,대치2호,서울,강남구,서울 강남구 대치동 989-4
477,도곡,서울,강남구,서울 강남구 도곡동 416-4
478,삼성1호,서울,강남구,서울 강남구 삼성동 44-18
479,세곡,서울,강남구,서울 강남구 자곡동 611
480,압구정신사,서울,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호
481,역삼1호,서울,강남구,서울 강남구 역삼동 837-15
482,일원1동,서울,강남구,서울 강남구 일원동 645
483,일원본동,서울,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호
484,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가
485,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
486,고덕1호(서울),서울,강동구,서울 강동구 고덕동 650-1
487,길1호,서울,강동구,서울 강동구 길동 347-31
488,길동역,서울,강동구,서울 강동구 길동 388-3
489,둔촌1호,서울,강동구,서울 강동구 둔촌동 454-5
490,명일1호,서울,강동구,서울 강동구 명일동 328-2
491,상일,서울,강동구,서울 강동구 고덕동 200-3
492,상일2호,서울,강동구,서울 강동구 구천면로 640
493,성내,서울,강동구,서울 강동구 성내2동 509-7 1층
494,암사1호,서울,강동구,서울 강동구 암사동 504-37
495,암사2호,서울,강동구,서울 강동구 암사동 451-18
496,천호1호,서울,강동구,서울 강동구 천호동 571
497,덕성여대,서울,강북구,서울 강북구 우이동 72-133
498,미아1호,서울,강북구,서울 강북구 미아동 561-2 현대성우아파트 상가 104호
499,미아사거리,서울,강북구,서울 강북구 미아동 55-5
500,미아역,서울,강북구,서울 강북구 미아동 131-8
501,번동,서울,강북구,서울 강북구 번동 169-1
502,수유1호,서울,강북구,서울 강북구 수유동 385-2
503,수유2호,서울,강북구,서울 강북구 수유동 57-2
504,수유역점,서울,강북구,서울 강북구 번동 461-127
505,가양,서울,강서구,서울 강서구 등촌동 75-1
506,강서구청,서울,강서구,서울 강서구 화곡동 986-16
507,까치산역,서울,강서구,서울 강서구 화곡동 343-62 라인씨티 1층
508,등촌,서울,강서구,서울 강서구 등촌동 649-14
509,마곡1호,서울,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호
510,마곡역,서울,강서구,서울 강서구 마곡동 774-1
511,발산,서울,강서구,서울 강서구 내발산동 648-15
512,방화1호,서울,강서구,서울 강서구 방화동 571-1
513,방화2호,서울,강서구,서울 강서구 방화2동 580-27
514,염창,서울,강서구,서울 강서구 염창동 249-5
515,화곡2호,서울,강서구,서울 강서구 화곡동 400-45
516,봉천1호,서울,관악구,서울 관악구 봉천동 861-7
517,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20
518,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9
519,봉천4호,서울,관악구,서울 관악구 봉천동 931-12
520,신림1호,서울,관악구,서울 관악구 신림동 518-56
521,신림2호,서울,관악구,서울 관악구 신림동 1680-15
522,신림3호,서울,관악구,서울 관악구 신림동 241-66
523,신림4호,서울,관악구,서울 관악구 신림동 706-6
524,건대,서울,광진구,서울 광진구 화양동 9-18
525,광장,서울,광진구,서울 광진구 광장동 530-13
526,구의역,서울,광진구,서울 광진구 구의동 257-70
527,자양1호,서울,광진구,서울 광진구 자양3동 584-28
528,자양2호,서울,광진구,서울 광진구 자양동 624-42
529,중곡1호,서울,광진구,서울 광진구 중곡동 243-1
530,중곡2호,서울,광진구,서울 광진구 중곡동 24-2
531,개봉1호,서울,구로구,서울 구로구 개봉동 403-159
532,고척1호,서울,구로구,서울 구로구 개봉1동 126-4
533,구로2호,서울,구로구,서울 구로구 구로동 74-30
534,구로디지털,서울,구로구,서울 구로구 구로동 826-1
535,남구로,서울,구로구,서울 구로구 구로동 704-38
536,동양미래대학,서울,구로구,서울 구로구 고척동 343
537,신도림1호,서울,구로구,서울 구로구 신도림동 648 신도림6차대림아파트 상가 902동 111호
538,오류1호,서울,구로구,서울 구로구 오류1동 10-3
539,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층
540,항동,서울특별시,구로구,서울특별시 구로구 연동로 233 102호
541,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
542,독산1호,서울,금천구,서울 금천구 독산동 961-10
543,독산2동,서울,금천구,서울 금천구 독산동 1059-4
544,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17
545,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5
546,공릉1호,서울,노원구,서울 노원구 공릉동 338-6
547,공릉2호,서울,노원구,서울 노원구 공릉동 461-1
548,공릉3호,서울,노원구,서울 노원구 공릉동 568-27
549,상계4단지,서울,노원구,서울 노원구 상계동 749-5
550,상계보람,서울,노원구,서울 노원구 상계동 456-70
551,상계역,서울,노원구,서울 노원구 중계동 137-39
552,석계역,서울,노원구,서울 노원구 월계1동 73-13
553,수락산역,서울,노원구,서울 노원구 상계동 1118
554,인덕대,서울,노원구,서울 노원구 월계동 951 월계센트럴아이파크 상가동 101호
555,중계1호,서울,노원구,서울 노원구 중계1동 360-9
556,중계역,서울,노원구,서울 노원구 중계동 503
557,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호
558,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163
559,방학,서울,도봉구,서울 도봉구 방학동 659-32
560,쌍문1호,서울,도봉구,서울 도봉구 방학동 263-56
561,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127
562,창3동,서울,도봉구,서울 도봉구 창동 568-2
563,창동,서울,도봉구,서울 도봉구 창동 296-37
564,경희대,서울,동대문구,서울 동대문구 회기동 42-16
565,답십리1호,서울,동대문구,서울 동대문구 답십리동 53-50
566,서울시립대,서울,동대문구,서울 동대문구 전농동 295-5
567,신이문,서울,동대문구,서울 동대문구 이문동 255-222
568,안암,서울,동대문구,서울 동대문구 제기동 142-8
569,용두,서울,동대문구,서울 동대문구 왕산로28길 55
570,장안1호,서울,동대문구,서울 동대문구 전농동 1-171
571,장안2호,서울,동대문구,서울 동대문구  장안동 375-3
572,청량리역,서울,동대문구,서울 동대문구 청량리동 50-14
573,노량진,서울,동작구,서울 동작구 노량진동 37-1
574,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F
575,사당3호,서울,동작구,서울 동작구 사당동 220-119
576,상도,서울,동작구,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가
577,상도터널,서울,동작구,서울 동작구 상도동 159-26
578,숭실대,서울,동작구,서울 동작구 상도동 489-9
579,신대방,서울,동작구,서울 동작구 신대방동 607-28
580,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46
581,흑석1호,서울,동작구,서울 동작구 흑석동 180-6
582,도화(서울),서울,마포구,서울 마포구 도화동 55
583,망원2동,서울,마포구,서울 마포구 망원동 482-9
584,상암,서울,마포구,서울 마포구 상암동 34-45
585,성산2동,서울,마포구,서울 마포구 성산동 592
586,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
587,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
588,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
589,연남,서울,마포구,서울 마포구 연남동 369-20
590,용강(서울),서울,마포구,서울 마포구 대흥동 500-10
591,홍대,서울,마포구,서울 마포구 서교동 371-3
592,독립문,서울,서대문구,서울 서대문구 냉천동 226
593,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7
594,북가좌1호,서울,서대문구,서울 서대문구 북가좌동 385-8
595,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006
596,신촌,서울,서대문구,서울 서대문구 창천동 41-14
597,연희1호(서울),서울,서대문구,서울 서대문구 연희3동 344-26
598,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52
599,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20
600,반포1호,서울,서초구,서울 서초구 반포동 94-7
601,반포삼호가든,서울,서초구,서울 서초구 반포동 53-7
602,방배1호,서울,서초구,서울 서초구 방배동 761-8
603,방배2호,서울,서초구,서울 서초구 방배동 912-8
604,서초1호,서울,서초구,서울 서초구 서초동 1357-56
605,서초2호,서울,서초구,서울 서초구 서초동 1669-15
606,서초3호,서울,서초구,서울 서초구 서초동 1579-5
607,양재1호,서울,서초구,서울 서초구 양재동 327-2
608,우면,서울,서초구,서울 서초구 우면동 720
609,잠원1호,서울,서초구,서울 서초구 잠원동 15-4
610,금호역,서울,성동구,서울 성동구 금호동4가 1380
611,성수1호,서울,성동구,서울 성동구 성수동2가 235-1
612,성수역,서울,성동구,서울 성동구 성수동2가 289-251
613,왕십리1호,서울,성동구,서울 성동구 하왕십리동 946-15
614,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1
615,용답,서울,성동구,서울 성동구 용답동 60-18
616,응봉,서울,성동구,서울 성동구 응봉동 100
617,한양대,서울,성동구,서울 성동구 행당동 3-29
618,길음뉴타운,서울,성북구,서울 성북구 길음동 1284-17
619,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1
620,동소문,서울,성북구,서울 성북구 동선동5가 147-13
621,보문,서울,성북구,서울 성북구 보문동7가 99
622,석관장위,서울,성북구,서울 성북구 장위동 50-46
623,정릉1호,서울,성북구,서울 성북구 정릉동 285-11
624,정릉2호,서울,성북구,서울 성북구 정릉동 175-24
625,종암,서울,성북구,서울 성북구 종암동 3-544
626,한성대,서울,성북구,서울 성북구 동소문동3가 31
627,가락2호,서울,송파구,서울 송파구 가락동 75-7
628,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
629,마천1호,서울,송파구,서울 송파구 거여동 32-6
630,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
631,방이2호,서울,송파구,서울 송파구 방이동 59-1
632,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
633,석촌,서울,송파구,서울 송파구 석촌동 163-1
634,송파1호,서울,송파구,서울 송파구 송파동 147
635,올림픽공원,서울,송파구,서울 송파구 풍납동 401-4
636,위례송파,서울,송파구,서울 송파구 장지동 897
637,잠실1호,서울,송파구,서울 송파구 잠실동 177-3
638,잠실2호,서울,송파구,서울 송파구 신천동 11-4
639,장지,서울,송파구,서울 송파구 문정동 102-1
640,헬리오시티,서울,송파구,서울 송파구 가락동 913 헬리오시티 상가 3A동 01호
641,목3동,서울,양천구,서울 양천구 목동 722-8 호성빌딩
642,목동1호,서울,양천구,서울 양천구 목동 797-3
643,목동2호,서울,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
644,목동오거리,서울,양천구,서울 양천구 목동 940 현대아이파크상가 102
645,목동파크자이,서울,양천구,서울 양천구 신정동 171-68
646,신월1호,서울,양천구,서울 양천구 신월동 602-8
647,신월2호,서울,양천구,서울 양천구 신월7동 972-6
648,신월사거리,서울,양천구,서울 양천구 신월동 166-5
649,신정1호,서울,양천구,서울 양천구 신정동 1022-5
650,신트리,서울,양천구,서울 양천구 신정동 1267 목동뉴프라자
651,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
652,화곡1호,서울,양천구,서울 양천구 신월동 23-17
653,당산,서울,영등포구,서울 영등포구 영등포동8가 35-1
654,대림2호,서울,영등포구,서울 영등포구 대림동 783-1
655,문래,서울,영등포구,서울 영등포구 문래동3가 77-34
656,선유도역,서울,영등포구,서울 영등포구 양평동4가 147-3
657,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
